,text,is_question,label,first_word,indexed_start,question_start,last_four_chars,ends_with_ks,contains_ks,lower_start,upper_start,contains_prompt_word,starts_with_prompt_word,single_word
750,(7 marks),0,tbd,(7,0,0,rks),1,1,0,0,0,0,0
1580,The speed of light is constant in vacuum ks),0,no,the,0,0, ks),1,1,0,1,0,0,0
589,She enjoys reading books in her free time. The cat sat on the mat.,0,No,she,0,0,mat.,0,0,0,1,0,0,0
165,17) Describe an important concept in Astronomy and its significance. (7 marks),1,yes,17),0,0,rks),1,1,0,0,1,1,0
684,sed in structured programming. (9 Marks),1,tbd,sed,0,0,rks),1,1,1,0,0,0,0
806,He cooked a delicious meal for dinner. The painting was a masterpiece of color and emotion.,0,No,he,0,0,ion.,0,0,0,1,0,0,0
269,XXX) Compare the key concepts of Physics. (6 Marks),1,Yes,xxx),0,0,rks),1,1,0,1,1,1,0
150,An interesting fact about Psychology without a request for further explanation.,0,no,an,0,0,ion.,0,0,0,1,0,0,0
1385,Black holes are regions of ks) space with strong gravity,0,no,black,0,0,vity,0,1,0,1,0,0,0
991,Faith practices can vary significantly across denominations rks,0,no,faith,0,0, rks,0,0,0,1,0,0,0
593,SCHOOL OF COMPUTING AND INFORMATION TECHNOLOGY,0,tbd,school,0,0,LOGY,0,0,0,1,0,0,0
1590,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
1426,Technology is evolving at a rapid pace. Technology is evolving at a rapid pace.,0,No,technology,0,0,ace.,0,0,0,1,0,0,0
309,"“Paul” and “John” respectively, Explain the following (8 marks)",1,tbd,“paul”,0,0,rks),1,1,0,0,1,0,0
195,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
959,Music has a way of bringing people together. She enjoys reading books in her free time.,0,No,music,0,0,ime.,0,0,0,1,0,0,0
312,Statistics ks) helps in making decisions based on data,0,no,statistics,0,0,data,0,1,0,1,0,0,0
1807,The speed of light is constant in vacuum mks),0,no,the,0,0,mks),1,1,0,1,0,0,0
65,DSA 8304 Risk Management Analytics,0,tbd,dsa,0,0,tics,0,0,0,1,0,0,0
1657,¢) How do Christians in Kenya demonstrate their faith in God? (7 mks),1,tbd,¢),0,0,mks),1,1,0,0,1,1,0
1799,Technology is evolving at a rapid pace. He cooked a delicious meal for dinner.,0,No,technology,0,0,ner.,0,0,0,1,0,0,0
1372,They went for a long hike in the mountains. The cat sat on the mat.,0,No,they,0,0,mat.,0,0,0,1,0,0,0
490,The painting was a masterpiece of color and emotion. The painting was a masterpiece of color and emotion.,0,No,the,0,0,ion.,0,0,0,1,0,0,0
759,31) Describe an important concept in Business Studies and its significance. (8 marks),1,yes,31),0,0,rks),1,1,0,0,1,1,0
1025,Dy,0,tbd,dy,0,0,Dy,0,0,0,1,0,0,1
1144,(11. Marks),0,tbd,(11.,0,0,rks),1,1,0,0,0,0,0
1351,b) Give six reasons why sacrifices were made in Traditional African communities. (6 mks),1,tbd,b),1,0,mks),1,1,1,0,1,1,0
1218,Statistics helps in mks making decisions based on data,0,no,statistics,0,0,data,0,0,0,1,0,0,0
1525,73) Describe an important concept in Sociology and its significance. (5 marks),1,yes,73),0,0,rks),1,1,0,0,1,1,0
1320,The speed of light is constant in vacuum ks),0,no,the,0,0, ks),1,1,0,1,0,0,0
1059,Music has a way of bringing people together. It was a sunny day in Paris.,0,No,music,0,0,ris.,0,0,0,1,0,0,0
1596,Music has a way of bringing people together. Music has a way of bringing people together.,0,No,music,0,0,her.,0,0,0,1,0,0,0
815,"i. Feasibility study ii. System investigation ili, System design",1,tbd,i.,0,0,sign,0,0,1,0,0,0,0
221,Music has a way of bringing people together. The painting was a masterpiece of color and emotion.,0,No,music,0,0,ion.,0,0,0,1,0,0,0
1666,The cat sat on the mat. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
289,88) Describe an important concept in Business Studies and its significance. (7 marks),1,yes,88),0,0,rks),1,1,0,0,1,1,0
1369,Quantum mechanics explores particles at the smallest scales mks,0,no,quantum,0,0, mks,0,0,0,1,0,0,0
1454,Ecosystems depend on balancing competing species ks) interactions,0,no,ecosystems,0,0,ions,0,1,0,1,0,0,0
1296,7) Describe an important concept in Geography and its significance. (10 marks),1,yes,7),0,0,rks),1,1,0,0,1,1,0
1545,She enjoys reading books in her free time. Technology is evolving at a rapid pace.,0,No,she,0,0,ace.,0,0,0,1,0,0,0
365,n economic efficiency and,0,tbd,n,0,0, and,0,0,1,0,0,0,0
1343,44) Describe an important concept in Sociology and its significance. (5 marks),1,yes,44),0,0,rks),1,1,0,0,1,1,0
581,GDP {2 m and 2013 {2 marks} marks} j [15 marks],1,tbd,gdp,0,0,rks],1,1,0,1,0,0,0
1321,She enjoys reading books in her free time. She enjoys reading books in her free time.,0,No,she,0,0,ime.,0,0,0,1,0,0,0
1193,Photosynthesis converts ks) solar energy into chemical energy,0,no,photosynthesis,0,0,ergy,0,1,0,1,0,0,0
489,The painting was a masterpiece of color and emotion. Music has a way of bringing people together.,0,No,the,0,0,her.,0,0,0,1,0,0,0
1485,Faith practices can ks) vary significantly across denominations,0,no,faith,0,0,ions,0,1,0,1,0,0,0
556,"3 a) Give.seven ways in which Elijah succeeded as a Prophet of God. 5) Outline the conditions that made it difficult for Prophet Elijah to stop idolatry 1"" Israel (7 marks)",1,tbd,3,0,0,rks),1,1,0,0,1,0,0
1440,"Give one social activ ity that was practiced by e man during the New Stone Age period, (Imark)",1,tbd,give,0,0,ark),0,0,0,1,1,1,0
881,The painting was a masterpiece of color and emotion. The cat sat on the mat.,0,No,the,0,0,mat.,0,0,0,1,0,0,0
911,Energy conservation is ks) a fundamental concept in physics,0,no,energy,0,0,sics,0,1,0,1,0,0,0
1120,Industrial Revolution sparked major urban demographic shifts mks),0,no,industrial,0,0,mks),1,1,0,1,0,0,0
848,Biblical prophets conveyed messages from God to people ks),0,no,biblical,0,0, ks),1,1,0,1,0,0,0
1648,v) Analyze the key concepts of Economics. (4 Marks),1,Yes,v),1,0,rks),1,1,1,0,1,1,0
1297,efine Constituti inswer All questions in this Section. 2. Identify ero pint Monarchy as a form of government. (1 mark),1,tbd,efine,0,0,ark),0,0,1,0,0,0,0
894,45) Describe an important concept in World Religions and its significance. (8 marks),1,yes,45),0,0,rks),1,1,0,0,1,1,0
886,13) Describe an important concept in English Literature and its significance. (7 marks),1,yes,13),0,0,rks),1,1,0,0,1,1,0
1735,Christian teachings often emphasize forgiveness and redemption rks),0,no,christian,0,0,rks),1,1,0,1,1,0,0
907,183. Discuss the key concepts of Physics. (8 Marks),1,Yes,183.,1,0,rks),1,1,0,0,1,1,0
295,LXXI) Compare the key concepts of Mathematics. (3 Marks),1,Yes,lxxi),0,0,rks),1,1,0,1,1,1,0
636,She enjoys reading books in her free time. Technology is evolving at a rapid pace.,0,No,she,0,0,ace.,0,0,0,1,0,0,0
1135,The painting was a masterpiece of color and emotion. The painting was a masterpiece of color and emotion.,0,No,the,0,0,ion.,0,0,0,1,0,0,0
1439,LXIX) Summarize the key concepts of Geography. (2 Marks),1,Yes,lxix),0,0,rks),1,1,0,1,0,0,0
1138,Music has a way of bringing people together. It was a sunny day in Paris.,0,No,music,0,0,ris.,0,0,0,1,0,0,0
1286,The painting was a masterpiece of color and emotion. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
1092,29) Describe an important concept in Astronomy and its significance. (6 marks),1,yes,29),0,0,rks),1,1,0,0,1,1,0
497,Black holes are regions rks of space with strong gravity,0,no,black,0,0,vity,0,0,0,1,0,0,0
1196,131. Outline the key concepts of Economics. (9 Marks),1,Yes,131.,1,0,rks),1,1,0,0,0,0,0
280,Faith practices can vary significantly across denominations ks),0,no,faith,0,0, ks),1,1,0,1,0,0,0
1670,|. Give two reasons why the British used indirect rule in some parts of Kens (2-marks),1,tbd,|.,0,0,rks),1,1,0,0,1,1,0
361,p) Describe the key concepts of Geography. (8 Marks),1,Yes,p),1,0,rks),1,1,1,0,1,1,0
993,Moral codes from ks) religions influence societal laws,0,no,moral,0,0,laws,0,1,0,1,0,0,0
239,Algebra is essential for solving equations and inequalities rks,0,no,algebra,0,0, rks,0,0,0,1,0,0,0
1689,(ii) Suppose Kisumu’s consumers choose to consume 70 million bushels of wheat.,1,tbd,(ii),1,0,eat.,0,0,0,0,0,0,0
211,Christian teachings often emphasize forgiveness and redemption rks),0,no,christian,0,0,rks),1,1,0,1,1,0,0
1288,World War II reshaped global power dynamics significantly ks,0,no,world,0,0,y ks,0,0,0,1,0,0,0
1413,ii) The government introduces a tax on ice cream which is paid by producers. What is the effect in the ice cream market? (3 Marks),1,tbd,ii),1,0,rks),1,1,1,0,1,0,0
60,They went for a long hike in the mountains. Music has a way of bringing people together.,0,No,they,0,0,her.,0,0,0,1,0,0,0
1437,6) Describe an important concept in World Religions and its significance. (4 marks),1,yes,6),0,0,rks),1,1,0,0,1,1,0
1430,93) Describe an important concept in Science and its significance. (4 marks),1,yes,93),0,0,rks),1,1,0,0,1,1,0
367,World War II reshaped global power dynamics significantly mks),0,no,world,0,0,mks),1,1,0,1,0,0,0
913,(b) The price elasticity of demand _0.45 in the long run. Why would the demand for crude oil be price in the short-run and (3 Marks),1,tbd,(b),1,0,rks),1,1,0,0,1,0,0
729,Answer Any Two questions from this section. erson should meet to qualify to be a citizen by birth in Kenya. G marks),1,tbd,answer,0,0,rks),1,1,0,1,0,0,0
1016,The painting was a masterpiece of color and emotion. The cat sat on the mat.,0,No,the,0,0,mat.,0,0,0,1,0,0,0
1641,Question 1 (30 Marks),0,tbd,question,0,1,rks),1,1,0,1,0,0,0
1108,"b) Describe the events that were associated with the birth of John the Baptist, (Bmks)",1,tbd,b),1,0,mks),1,1,1,0,1,1,0
698,85) Describe an important concept in Mathematics and its significance. (10 marks),1,yes,85),0,0,rks),1,1,0,0,1,1,0
912,World War II reshaped global power dynamics significantly ks,0,no,world,0,0,y ks,0,0,0,1,0,0,0
1578,10. Define the key concepts of Literature. (10 Marks),1,Yes,10.,1,0,rks),1,1,0,0,1,1,0
120,They went for a long hike in the mountains. The painting was a masterpiece of color and emotion.,0,No,they,0,0,ion.,0,0,0,1,0,0,0
1804,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
634,67. Analyze the key concepts of Geography. (4 Marks),1,Yes,67.,1,0,rks),1,1,0,0,1,1,0
526,Dy,0,tbd,dy,0,0,Dy,0,0,0,1,0,0,1
517,(b) State and eexplain FIVE ways by which alcohol decreases resistance to HIV,1,tbd,(b),1,0, HIV,0,0,0,0,1,0,0
83,She enjoys reading books in her free time. She enjoys reading books in her free time.,0,No,she,0,0,ime.,0,0,0,1,0,0,0
710,) Explain six features ofthe Constitution of Kenya (2010),1,tbd,),0,0,010),0,0,0,0,1,1,0
384,Dy,0,tbd,dy,0,0,Dy,0,0,0,1,0,0,1
1533,83) Describe an important concept in Astronomy and its significance. (5 marks),1,yes,83),0,0,rks),1,1,0,0,1,1,0
86,The cat sat on the mat. It was a sunny day in Paris.,0,No,the,0,0,ris.,0,0,0,1,0,0,0
1523,The painting was a masterpiece of color and emotion. It was a sunny day in Paris.,0,No,the,0,0,ris.,0,0,0,1,0,0,0
1674,Industrial Revolution sparked major urban demographic shifts rks,0,no,industrial,0,0, rks,0,0,0,1,0,0,0
921,¢) Describe how the unity of believers is expressed in the image of the vine and the branches.(John 15: 1-10) (7 mks),1,tbd,¢),0,0,mks),1,1,0,0,1,1,0
618,(i) To what are you entitled? {3 marks},1,tbd,(i),1,0,rks},1,1,0,0,1,0,0
989,- Name two permanent member states of the United Nations Security Council. (2marks),1,tbd,-,0,0,rks),1,1,0,0,0,0,0
763,LXVII) Summarize the key concepts of Biology. (5 Marks),1,Yes,lxvii),0,0,rks),1,1,0,1,0,0,0
727,(ii) State and explain any FIVE ways by which alcohol use raises the risk of cancer [6Mks] d. (i) State FOUR importance of personal hygiene x [4Mks],1,tbd,(ii),1,0,Mks],1,1,0,0,1,0,0
455,Viruses are not considered living rks organisms by all,0,no,viruses,0,0, all,0,0,0,1,0,0,0
494,68. Analyze the key concepts of Literature. (8 Marks),1,Yes,68.,1,0,rks),1,1,0,0,1,1,0
1787,"A. Stats two anette uence (mak rea me ities obtained from the Kenyan coast during the long distance trade, (2 marks)",1,tbd,a.,0,0,rks),1,1,0,1,0,0,0
290,They went for a long hike in the mountains. They went for a long hike in the mountains.,0,No,they,0,0,ins.,0,0,0,1,0,0,0
1165,Faith practices can vary significantly across denominations ks),0,no,faith,0,0, ks),1,1,0,1,0,0,0
1794,Question 1,0,tbd,question,0,1,on 1,0,0,0,1,0,0,0
1237,Technology is evolving at a rapid pace. She enjoys reading books in her free time.,0,No,technology,0,0,ime.,0,0,0,1,0,0,0
1090,The cat sat on the mat. He cooked a delicious meal for dinner.,0,No,the,0,0,ner.,0,0,0,1,0,0,0
1507,57. Discuss the key concepts of Literature. (10 Marks),1,Yes,57.,1,0,rks),1,1,0,0,1,1,0
1341,Ecosystems depend on balancing mks competing species interactions,0,no,ecosystems,0,0,ions,0,0,0,1,0,0,0
1006,The Roman Empire influenced modern governmental structures rks),0,no,the,0,0,rks),1,1,0,1,0,0,0
1208,b) Explain six effects of long distance trade on the people of Kenya 20. a) State five terms of the Devonshire White Paper of 1923. (5 marks),1,tbd,b),1,0,rks),1,1,1,0,1,1,0
1498,"“Paul” and “John” respectively, Explain the following (8 marks)",1,tbd,“paul”,0,0,rks),1,1,0,0,1,0,0
330,Algebra is essential for solving equations and inequalities rks,0,no,algebra,0,0, rks,0,0,0,1,0,0,0
1317,Cells are the basic building blocks of all organisms ks),0,no,cells,0,0, ks),1,1,0,1,0,0,0
1119,NDNA Teun NANG aaa po aey EN c,0,tbd,ndna,0,0,EN c,0,0,0,1,0,0,0
943,76. Summarize the key concepts of Economics. (10 Marks),1,Yes,76.,1,0,rks),1,1,0,0,0,0,0
1415,t) Compare the key concepts of Biology. (7 Marks),1,Yes,t),1,0,rks),1,1,1,0,1,1,0
764,"d) Differentiate between an array, a record, a pointer and a file, then write a C program that implements an array, a record and a file using a structure (record) consisting of itemname and itemcode to store data of 20 items in a retail shop computer and displays a list of the 20 items details reading from file. Given that item name is a string of 25 characters, item code is a number of 4 digits, record name is item, logical file is itemfile, and physical file is “C:\item\itemf.dat’. (11 Marks)",1,tbd,d),1,0,rks),1,1,1,0,1,0,0
179,LII) Summarize the key concepts of Physics. (4 Marks),1,Yes,lii),0,0,rks),1,1,0,1,0,0,0
612,She enjoys reading books in her free time. It was a sunny day in Paris.,0,No,she,0,0,ris.,0,0,0,1,0,0,0
781,157. Compare the key concepts of Literature. (1 Marks),1,Yes,157.,1,0,rks),1,1,0,0,1,1,0
88,He cooked a delicious meal for dinner. She enjoys reading books in her free time.,0,No,he,0,0,ime.,0,0,0,1,0,0,0
1273,"Geometry involves studying shapes, sizes, and their properties mks)",0,no,geometry,0,0,mks),1,1,0,1,0,0,0
1766,Technology is evolving at a rapid pace. Music has a way of bringing people together.,0,No,technology,0,0,her.,0,0,0,1,0,0,0
461,The Silk Road was a critical commerce network rks,0,no,the,0,0, rks,0,0,0,1,0,0,0
56,b) What lessons can modern political leaders learn from king David. (8 mks),1,tbd,b),1,0,mks),1,1,1,0,1,1,0
1360,27. Compare the key concepts of Science. (8 Marks),1,Yes,27.,1,0,rks),1,1,0,0,1,1,0
224,b) Outline the instructions that Jesus gave the twelve disciples when he commissioned them,1,tbd,b),1,0,them,0,0,1,0,1,0,0
115,57) Describe an important concept in Political Science and its significance. (6 marks),1,yes,57),0,0,rks),1,1,0,0,1,1,0
1662,174. Compare the key concepts of Physics. (8 Marks),1,Yes,174.,1,0,rks),1,1,0,0,1,1,0
1118,38. Outline the key concepts of History. (6 Marks),1,Yes,38.,1,0,rks),1,1,0,0,0,0,0
826,He cooked a delicious meal for dinner. Music has a way of bringing people together.,0,No,he,0,0,her.,0,0,0,1,0,0,0
176,Christian teachings often emphasize forgiveness and redemption mks),0,no,christian,0,0,mks),1,1,0,1,1,0,0
1654,Moral mks codes from religions influence societal laws,0,no,moral,0,0,laws,0,0,0,1,0,0,0
1412,DSA 8304 Risk Management Analytics,0,tbd,dsa,0,0,tics,0,0,0,1,0,0,0
18,FACULTY OF APPLIED SCIENCES AND TECHNOLOGY,0,tbd,faculty,0,0,LOGY,0,0,0,1,0,0,0
427,END OF SEMESTER EXAMINATION,0,tbd,end,0,0,TION,0,0,0,1,0,0,0
1214,In what ways is the church in Kenya promoting justice in society? (6 mks),1,tbd,in,0,0,mks),1,1,0,1,1,1,0
288,ii) The government introduces a tax on ice cream which is paid by producers. What is the effect in the ice cream market? (3 Marks),1,tbd,ii),1,0,rks),1,1,1,0,1,0,0
1436,General statement about Astronomy with no specific question or query.,0,no,general,0,0,ery.,0,0,0,1,0,0,0
432,"d) Differentiate between an array, a record, a pointer and a file, then write a C program that implements an array, a record and a file using a structure (record) consisting of itemname and itemcode to store data of 20 items in a retail shop computer and displays a list of the 20 items details reading from file. Given that item name is a string of 25 characters, item code is a number of 4 digits, record name is item, logical file is itemfile, and physical file is “C:\item\itemf.dat’. (11 Marks)",1,tbd,d),1,0,rks),1,1,1,0,1,0,0
1368,Quantum mechanics explores particles at the smallest scales ks),0,no,quantum,0,0, ks),1,1,0,1,0,0,0
1253,rks Statistics helps in making decisions based on data,0,no,rks,0,0,data,0,0,1,0,0,0,0
31,Technology is evolving at a rapid pace. It was a sunny day in Paris.,0,No,technology,0,0,ris.,0,0,0,1,0,0,0
1017,3) Describe an important concept in English Literature and its significance. (8 marks),1,yes,3),0,0,rks),1,1,0,0,1,1,0
1783,Mathematical proofs are crucial for verifying truths ks,0,no,mathematical,0,0,s ks,0,0,0,1,0,0,0
217,Photosynthesis converts solar energy into chemical ks) energy,0,no,photosynthesis,0,0,ergy,0,1,0,1,0,0,0
674,Moral codes from religions influence societal laws rks,0,no,moral,0,0, rks,0,0,0,1,0,0,0
329,a) Describe the call of Abraham. (8 mks),1,yes,a),1,0,mks),1,1,1,0,1,1,0
565,78) Describe an important concept in Astronomy and its significance. (10 marks),1,yes,78),0,0,rks),1,1,0,0,1,1,0
1056,o) Describe the key concepts of Biology. (1 Marks),1,Yes,o),1,0,rks),1,1,1,0,1,1,0
1243,74. Compare the key concepts of Physics. (1 Marks),1,Yes,74.,1,0,rks),1,1,0,0,1,1,0
1359,Technology is evolving at a rapid pace. Music has a way of bringing people together.,0,No,technology,0,0,her.,0,0,0,1,0,0,0
344,148. Describe the key concepts of Economics. (6 Marks),1,Yes,148.,1,0,rks),1,1,0,0,1,1,0
149,32. Summarize the key concepts of Literature. (9 Marks),1,Yes,32.,1,0,rks),1,1,0,0,0,0,0
364,Technology is evolving at a rapid pace. The cat sat on the mat.,0,No,technology,0,0,mat.,0,0,0,1,0,0,0
85,"Critically assess the benefits and criticisms of regulatory frameworks for banks and insurance companies. Use contemporary examples to illustrate your points and focus on the effects of recent changes in regulatory expectations, such as the increased focus on individual accountability and documentation. (8 marks)",1,tbd,critically,0,0,rks),1,1,0,1,1,0,0
49,5. Summarize the key concepts of Literature. (1 Marks),1,Yes,5.,1,0,rks),1,1,0,0,0,0,0
472,29. Describe the key concepts of Science. (7 Marks),1,Yes,29.,1,0,rks),1,1,0,0,1,1,0
157,Algebra is rks essential for solving equations and inequalities,0,no,algebra,0,0,ties,0,0,0,1,0,0,0
1684,Ibs This examination consists of FIVE questions. 2s Answer Question ONE (COMPULSORY) and any other Two ques e,0,tbd,ibs,0,0,es e,0,0,0,1,0,0,0
1324,Technology is evolving at a rapid pace. She enjoys reading books in her free time.,0,No,technology,0,0,ime.,0,0,0,1,0,0,0
1098,a) Compare the key concepts of Geography. (6 Marks),1,Yes,a),1,0,rks),1,1,1,0,1,1,0
1478,"b) Write a C program that that has three subprograms, first subprogram to input a list of 18 customers names as string and ; deposit as number with decimal point, second subprogram to compute sum of the deposit of all customers and third ubprogram to display the list the 18 customers names and deposit, and sum of deposits. (11 Marks)",1,tbd,b),1,0,rks),1,1,1,0,1,1,0
504,66. Define the key concepts of Science. (3 Marks),1,Yes,66.,1,0,rks),1,1,0,0,1,1,0
181,The cat sat on the mat. He cooked a delicious meal for dinner.,0,No,the,0,0,ner.,0,0,0,1,0,0,0
1488,Gravity affects the motion of objects on Earth ks,0,no,gravity,0,0,h ks,0,0,0,1,0,0,0
1608,1p,0,tbd,1p,0,0,1p,0,0,0,0,0,0,1
814,LXXIV) Analyze the key concepts of Economics. (7 Marks),1,Yes,lxxiv),0,0,rks),1,1,0,1,1,1,0
532,Photosynthesis converts solar energy into chemical rks energy,0,no,photosynthesis,0,0,ergy,0,0,0,1,0,0,0
349,elastic in the long run than in the short run? Briefly explain.,1,tbd,elastic,0,0,ain.,0,0,1,0,1,0,0
1255,QUESTION 2 [20 MARKS] a) Explain the three concepts used in structured programming. (9 Marks),1,tbd,question,0,1,rks),1,1,0,1,1,0,0
1769,An interesting fact about Psychology without a request for further explanation.,0,no,an,0,0,ion.,0,0,0,1,0,0,0
1289,"(i) Assuming constant opportunity costs, draw Kisumus production-possibility curve.",1,tbd,(i),1,0,rve.,0,0,0,0,0,0,0
928,i) Outline the key concepts of Biology. (7 Marks),1,Yes,i),1,0,rks),1,1,1,0,0,0,0
1391,Instructions,0,tbd,instructions,0,0,ions,0,0,0,1,0,0,1
606,Religious conflicts have shaped political landscapes historically rks),0,no,religious,0,0,rks),1,1,0,1,0,0,0
896,Algebra is essential for solving equations and inequalities rks,0,no,algebra,0,0, rks,0,0,0,1,0,0,0
246,Statistics helps in making decisions based on data rks),0,no,statistics,0,0,rks),1,1,0,1,0,0,0
743,The cat sat on the mat. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
1336,They went for a long hike in the mountains. Music has a way of bringing people together.,0,No,they,0,0,her.,0,0,0,1,0,0,0
315,(6 Marks),0,tbd,(6,0,0,rks),1,1,0,0,0,0,0
439,Technology is evolving at a rapid pace. He cooked a delicious meal for dinner.,0,No,technology,0,0,ner.,0,0,0,1,0,0,0
1713,7. Analyze the key concepts of Physics. (4 Marks),1,Yes,7.,1,0,rks),1,1,0,0,1,1,0
1295,71. Summarize the key concepts of Science. (6 Marks),1,Yes,71.,1,0,rks),1,1,0,0,0,0,0
311,Gravity affects the motion of objects on Earth mks,0,no,gravity,0,0, mks,0,0,0,1,0,0,0
434,It was a sunny day in Paris. It was a sunny day in Paris.,0,No,it,0,0,ris.,0,0,0,1,0,0,0
374,Music has a way of bringing people together. They went for a long hike in the mountains.,0,No,music,0,0,ins.,0,0,0,1,0,0,0
571,i) Explain the key concepts of History. (2 Marks),1,Yes,i),1,0,rks),1,1,1,0,1,1,0
1757,142. Analyze the key concepts of Geography. (6 Marks),1,Yes,142.,1,0,rks),1,1,0,0,1,1,0
184,LXXII) Discuss the key concepts of History. (8 Marks),1,Yes,lxxii),0,0,rks),1,1,0,1,1,1,0
1738,This examination consists of FIVE questions.,0,tbd,this,0,0,ons.,0,0,0,1,0,0,0
626,107. Compare the key concepts of Science. (6 Marks),1,Yes,107.,1,0,rks),1,1,0,0,1,1,0
679,He cooked a delicious meal for dinner. The cat sat on the mat.,0,No,he,0,0,mat.,0,0,0,1,0,0,0
1132,Kenya take care of the environment ( (8 mks),1,tbd,kenya,0,0,mks),1,1,0,1,0,0,0
788,Infection [10Mks],1,tbd,infection,0,0,Mks],1,1,0,1,0,0,0
1664,She enjoys reading books in her free time. Technology is evolving at a rapid pace.,0,No,she,0,0,ace.,0,0,0,1,0,0,0
299,Faith practices can vary significantly across denominations mks),0,no,faith,0,0,mks),1,1,0,1,0,0,0
751,n) Summarize the key concepts of Economics. (3 Marks),1,Yes,n),1,0,rks),1,1,1,0,0,0,0
465,52) Describe an important concept in Science and its significance. (5 marks),1,yes,52),0,0,rks),1,1,0,0,1,1,0
1181,The cat sat on the mat. It was a sunny day in Paris.,0,No,the,0,0,ris.,0,0,0,1,0,0,0
983,MASTER OF SCIENCE IN DATA SCIENCE AND ANALYTICS,0,tbd,master,0,0,TICS,0,0,0,1,0,0,0
381,Algebra is essential for solving equations and ks) inequalities,0,no,algebra,0,0,ties,0,1,0,1,0,0,0
1291,SECTION B: (45 MARKS),0,tbd,section,0,0,RKS),0,0,0,1,0,0,0
107,Music has a way of bringing people together. The painting was a masterpiece of color and emotion.,0,No,music,0,0,ion.,0,0,0,1,0,0,0
128,The painting was a masterpiece of color and emotion. The cat sat on the mat.,0,No,the,0,0,mat.,0,0,0,1,0,0,0
1030,133. Discuss the key concepts of Economics. (2 Marks),1,Yes,133.,1,0,rks),1,1,0,0,1,1,0
799,The painting was a masterpiece of color and emotion. Technology is evolving at a rapid pace.,0,No,the,0,0,ace.,0,0,0,1,0,0,0
358,116. Analyze the key concepts of Economics. (9 Marks),1,Yes,116.,1,0,rks),1,1,0,0,1,1,0
1466,He cooked a delicious meal for dinner. The painting was a masterpiece of color and emotion.,0,No,he,0,0,ion.,0,0,0,1,0,0,0
1217,It was a sunny day in Paris. It was a sunny day in Paris.,0,No,it,0,0,ris.,0,0,0,1,0,0,0
938,w) Explain the key concepts of Mathematics. (7 Marks),1,Yes,w),1,0,rks),1,1,1,0,1,1,0
212,2a) Name seven plagues that God used to de b) Identify eigh ) Give the similarities between the Jewish Passover an t ways in which the Israelites wo! id Christians i (7 marks),1,tbd,2a),0,0,rks),1,1,0,0,1,0,0
737,129. Analyze the key concepts of Literature. (4 Marks),1,Yes,129.,1,0,rks),1,1,0,0,1,1,0
142,190. Define the key concepts of Geography. (6 Marks),1,Yes,190.,1,0,rks),1,1,0,0,1,1,0
1300,The cat sat on the mat. The cat sat on the mat.,0,No,the,0,0,mat.,0,0,0,1,0,0,0
1210,to handle cases of dishonesty. (8 marks),1,tbd,to,0,0,rks),1,1,1,0,0,0,0
917,Music has a way of bringing people together. She enjoys reading books in her free time.,0,No,music,0,0,ime.,0,0,0,1,0,0,0
1427,They went for a long hike in the mountains. It was a sunny day in Paris.,0,No,they,0,0,ris.,0,0,0,1,0,0,0
1566,They went for a long hike in the mountains. The painting was a masterpiece of color and emotion.,0,No,they,0,0,ion.,0,0,0,1,0,0,0
868,b) What lessons can modern political leaders learn from king David. (8 mks),1,yes,b),1,0,mks),1,1,1,0,1,1,0
1150,j) Explain the key concepts of Mathematics. (9 Marks),1,Yes,j),1,0,rks),1,1,1,0,1,1,0
718,UNIVERSITY,0,tbd,university,0,0,SITY,0,0,0,1,0,0,1
712,"Me thematically) how you would generate f£O) = @exp — (Oy), and further numbers from this distribution. / 7 (8 Marks)",1,tbd,me,0,0,rks),1,1,0,1,1,0,0
10,STRATHMORE INSTITUTE OF MATHEMATICAL SCIENCES,0,tbd,strathmore,0,0,NCES,0,0,0,1,0,0,0
1611,94. Compare the key concepts of Geography. (6 Marks),1,Yes,94.,1,0,rks),1,1,0,0,1,1,0
1333,n economic efficiency and,0,tbd,n,0,0, and,0,0,1,0,0,0,0
285,Bi 80: million yards of cloth if it uses all of iagram to illustrate your answers to the 1] 1 be ae to produce? ie mark} yet heat i in Kisumu? (2 eS),1,tbd,bi,0,0, eS),0,0,0,1,0,0,0
294,65) Describe an important concept in Health Education and its significance. (10 marks),1,yes,65),0,0,rks),1,1,0,0,1,1,0
631,6. Explain the key concepts of History. (3 Marks),1,Yes,6.,1,0,rks),1,1,0,0,1,1,0
1230,55. Compare the key concepts of Economics. (5 Marks),1,Yes,55.,1,0,rks),1,1,0,0,1,1,0
1082,She enjoys reading books in her free time. It was a sunny day in Paris.,0,No,she,0,0,ris.,0,0,0,1,0,0,0
131,QUESTION 2 [20 MARKS] a) Explain the three concepts used in structured programming. (9 Marks),1,tbd,question,0,1,rks),1,1,0,1,1,0,0
